platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent,verified_seller
amazon,AMZ00014,Fashion Product 14,Home & Kitchen,31.82,266.78,4.0,3087,Pre-order,Seller 18,4.3,Free Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Fashion with excellent features and performance.,Brand N,2025-11-24 09:44:40,88.1,
amazon,AMZ00015,Fashion Product 15,Fashion,414.46,587.19,4.7,3340,Pre-order,Seller 82,4.1,Paid Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Fashion with excellent features and performance.,Brand O,2025-11-24 09:44:40,29.4,
amazon,AMZ00016,Fashion Product 16,Home & Kitchen,240.02,313.37,4.7,4348,In Stock,Seller 52,4.2,Paid Shipping,True,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Fashion with excellent features and performance.,Brand P,2025-11-24 09:44:40,23.4,
amazon,AMZ00017,Fashion Product 17,Electronics,415.83,294.38,4.4,2323,In Stock,Seller 56,4.0,Free Shipping,False,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Fashion with excellent features and performance.,Brand Q,2025-11-24 09:44:40,0.0,
amazon,AMZ00018,Fashion Product 18,Books,352.39,448.96,4.4,494,In Stock,Seller 75,4.5,Paid Shipping,False,https://amazon.com/product/18,https://via.placeholder.com/300x300?text=Product+18,High-quality Fashion with excellent features and performance.,Brand R,2025-11-24 09:44:40,21.5,
amazon,AMZ00019,Fashion Product 19,Books,16.35,487.53,4.9,1292,In Stock,Seller 11,4.6,Free Shipping,False,https://amazon.com/product/19,https://via.placeholder.com/300x300?text=Product+19,High-quality Fashion with excellent features and performance.,Brand S,2025-11-24 09:44:40,96.6,
amazon,AMZ00020,Fashion Product 20,Books,403.13,299.55,3.9,265,In Stock,Seller 54,4.5,Paid Shipping,False,https://amazon.com/product/20,https://via.placeholder.com/300x300?text=Product+20,High-quality Fashion with excellent features and performance.,Brand T,2025-11-24 09:44:40,0.0,
amazon,AMZ00021,Fashion Product 21,Electronics,365.62,190.82,3.8,3462,Pre-order,Seller 12,4.7,Free Shipping,False,https://amazon.com/product/21,https://via.placeholder.com/300x300?text=Product+21,High-quality Fashion with excellent features and performance.,Brand U,2025-11-24 09:44:40,0.0,
amazon,AMZ00022,Fashion Product 22,Fashion,217.27,407.39,4.0,2708,Limited Stock,Seller 37,4.1,Paid Shipping,True,https://amazon.com/product/22,https://via.placeholder.com/300x300?text=Product+22,High-quality Fashion with excellent features and performance.,Brand V,2025-11-24 09:44:40,46.7,
amazon,AMZ00023,Fashion Product 23,Fashion,212.74,419.14,3.9,1511,Limited Stock,Seller 13,4.7,Paid Shipping,False,https://amazon.com/product/23,https://via.placeholder.com/300x300?text=Product+23,High-quality Fashion with excellent features and performance.,Brand W,2025-11-24 09:44:40,49.2,
amazon,AMZ00024,Fashion Product 24,Sports,395.95,185.35,4.4,2851,Limited Stock,Seller 2,4.7,Paid Shipping,True,https://amazon.com/product/24,https://via.placeholder.com/300x300?text=Product+24,High-quality Fashion with excellent features and performance.,Brand X,2025-11-24 09:44:40,0.0,
amazon,AMZ00025,Fashion Product 25,Fashion,197.34,361.97,4.9,3635,In Stock,Seller 30,4.4,Free Shipping,True,https://amazon.com/product/25,https://via.placeholder.com/300x300?text=Product+25,High-quality Fashion with excellent features and performance.,Brand Y,2025-11-24 09:44:40,45.5,
amazon,AMZ00026,Fashion Product 26,Home & Kitchen,326.29,71.18,4.8,1485,In Stock,Seller 99,4.1,Paid Shipping,False,https://amazon.com/product/26,https://via.placeholder.com/300x300?text=Product+26,High-quality Fashion with excellent features and performance.,Brand Z,2025-11-24 09:44:40,0.0,
amazon,AMZ00027,Fashion Product 27,Electronics,295.63,596.16,4.3,4042,In Stock,Seller 75,4.2,Paid Shipping,True,https://amazon.com/product/27,https://via.placeholder.com/300x300?text=Product+27,High-quality Fashion with excellent features and performance.,Brand A,2025-11-24 09:44:40,50.4,
amazon,AMZ00028,Fashion Product 28,Fashion,51.44,594.59,3.8,1770,In Stock,Seller 96,4.9,Free Shipping,False,https://amazon.com/product/28,https://via.placeholder.com/300x300?text=Product+28,High-quality Fashion with excellent features and performance.,Brand B,2025-11-24 09:44:40,91.3,
amazon,AMZ00029,Fashion Product 29,Fashion,17.04,426.59,5.0,1004,In Stock,Seller 81,4.5,Paid Shipping,True,https://amazon.com/product/29,https://via.placeholder.com/300x300?text=Product+29,High-quality Fashion with excellent features and performance.,Brand C,2025-11-24 09:44:40,96.0,
amazon,AMZ00030,Fashion Product 30,Home & Kitchen,224.57,412.73,4.6,430,In Stock,Seller 51,4.6,Free Shipping,True,https://amazon.com/product/30,https://via.placeholder.com/300x300?text=Product+30,High-quality Fashion with excellent features and performance.,Brand D,2025-11-24 09:44:40,45.6,
amazon,AMZ00031,Fashion Product 31,Books,395.75,396.51,3.9,3362,In Stock,Seller 36,4.5,Free Shipping,True,https://amazon.com/product/31,https://via.placeholder.com/300x300?text=Product+31,High-quality Fashion with excellent features and performance.,Brand E,2025-11-24 09:44:40,0.2,
amazon,AMZ00032,Fashion Product 32,Sports,56.66,464.38,3.9,4819,Limited Stock,Seller 94,4.9,Free Shipping,False,https://amazon.com/product/32,https://via.placeholder.com/300x300?text=Product+32,High-quality Fashion with excellent features and performance.,Brand F,2025-11-24 09:44:40,87.8,
amazon,AMZ00033,Fashion Product 33,Fashion,34.48,321.78,4.2,4867,Limited Stock,Seller 7,4.8,Free Shipping,True,https://amazon.com/product/33,https://via.placeholder.com/300x300?text=Product+33,High-quality Fashion with excellent features and performance.,Brand G,2025-11-24 09:44:40,89.3,
amazon,AMZ00034,Fashion Product 34,Books,290.34,572.15,4.3,4207,Limited Stock,Seller 72,4.7,Paid Shipping,True,https://amazon.com/product/34,https://via.placeholder.com/300x300?text=Product+34,High-quality Fashion with excellent features and performance.,Brand H,2025-11-24 09:44:40,49.3,
amazon,AMZ00035,Fashion Product 35,Sports,238.85,426.19,4.5,2927,In Stock,Seller 13,4.3,Free Shipping,False,https://amazon.com/product/35,https://via.placeholder.com/300x300?text=Product+35,High-quality Fashion with excellent features and performance.,Brand I,2025-11-24 09:44:40,44.0,
amazon,AMZ00036,Fashion Product 36,Fashion,64.89,369.32,4.8,3301,In Stock,Seller 86,4.9,Paid Shipping,True,https://amazon.com/product/36,https://via.placeholder.com/300x300?text=Product+36,High-quality Fashion with excellent features and performance.,Brand J,2025-11-24 09:44:40,82.4,
amazon,AMZ00037,Fashion Product 37,Sports,67.68,547.9,4.3,3939,Pre-order,Seller 64,4.8,Free Shipping,False,https://amazon.com/product/37,https://via.placeholder.com/300x300?text=Product+37,High-quality Fashion with excellent features and performance.,Brand K,2025-11-24 09:44:40,87.6,
amazon,AMZ00038,Fashion Product 38,Books,127.73,424.57,3.7,2554,Pre-order,Seller 79,4.9,Paid Shipping,False,https://amazon.com/product/38,https://via.placeholder.com/300x300?text=Product+38,High-quality Fashion with excellent features and performance.,Brand L,2025-11-24 09:44:40,69.9,
amazon,AMZ00039,Fashion Product 39,Books,367.1,547.34,3.9,507,Limited Stock,Seller 47,4.6,Paid Shipping,False,https://amazon.com/product/39,https://via.placeholder.com/300x300?text=Product+39,High-quality Fashion with excellent features and performance.,Brand M,2025-11-24 09:44:40,32.9,
amazon,AMZ00040,Fashion Product 40,Sports,436.67,373.21,4.2,1522,Pre-order,Seller 32,4.3,Free Shipping,True,https://amazon.com/product/40,https://via.placeholder.com/300x300?text=Product+40,High-quality Fashion with excellent features and performance.,Brand N,2025-11-24 09:44:40,0.0,
amazon,AMZ00041,Fashion Product 41,Electronics,342.69,527.7,3.7,721,Limited Stock,Seller 4,5.0,Paid Shipping,False,https://amazon.com/product/41,https://via.placeholder.com/300x300?text=Product+41,High-quality Fashion with excellent features and performance.,Brand O,2025-11-24 09:44:40,35.1,
amazon,AMZ00042,Fashion Product 42,Books,197.48,70.91,4.2,3500,In Stock,Seller 66,4.2,Free Shipping,False,https://amazon.com/product/42,https://via.placeholder.com/300x300?text=Product+42,High-quality Fashion with excellent features and performance.,Brand P,2025-11-24 09:44:40,0.0,
amazon,AMZ00043,Fashion Product 43,Sports,381.71,60.13,4.1,4807,Pre-order,Seller 16,4.1,Free Shipping,False,https://amazon.com/product/43,https://via.placeholder.com/300x300?text=Product+43,High-quality Fashion with excellent features and performance.,Brand Q,2025-11-24 09:44:40,0.0,
amazon,AMZ00044,Fashion Product 44,Fashion,409.07,519.32,4.4,2733,Limited Stock,Seller 86,5.0,Paid Shipping,False,https://amazon.com/product/44,https://via.placeholder.com/300x300?text=Product+44,High-quality Fashion with excellent features and performance.,Brand R,2025-11-24 09:44:40,21.2,
amazon,AMZ00045,Fashion Product 45,Books,15.28,126.95,4.2,4730,In Stock,Seller 94,4.4,Paid Shipping,True,https://amazon.com/product/45,https://via.placeholder.com/300x300?text=Product+45,High-quality Fashion with excellent features and performance.,Brand S,2025-11-24 09:44:40,88.0,
amazon,AMZ00046,Fashion Product 46,Fashion,237.35,583.32,4.7,3910,Pre-order,Seller 35,4.2,Paid Shipping,False,https://amazon.com/product/46,https://via.placeholder.com/300x300?text=Product+46,High-quality Fashion with excellent features and performance.,Brand T,2025-11-24 09:44:40,59.3,
amazon,AMZ00047,Fashion Product 47,Home & Kitchen,401.15,158.9,5.0,3348,Pre-order,Seller 22,4.2,Paid Shipping,False,https://amazon.com/product/47,https://via.placeholder.com/300x300?text=Product+47,High-quality Fashion with excellent features and performance.,Brand U,2025-11-24 09:44:40,0.0,
amazon,AMZ00048,Fashion Product 48,Fashion,41.8,117.21,3.7,3822,Pre-order,Seller 45,4.5,Paid Shipping,False,https://amazon.com/product/48,https://via.placeholder.com/300x300?text=Product+48,High-quality Fashion with excellent features and performance.,Brand V,2025-11-24 09:44:40,64.3,
amazon,AMZ00049,Fashion Product 49,Electronics,250.41,60.2,4.0,805,Limited Stock,Seller 62,4.3,Free Shipping,False,https://amazon.com/product/49,https://via.placeholder.com/300x300?text=Product+49,High-quality Fashion with excellent features and performance.,Brand W,2025-11-24 09:44:40,0.0,
amazon,AMZ00050,Fashion Product 50,Home & Kitchen,481.98,484.52,3.9,4777,Limited Stock,Seller 25,4.7,Paid Shipping,False,https://amazon.com/product/50,https://via.placeholder.com/300x300?text=Product+50,High-quality Fashion with excellent features and performance.,Brand X,2025-11-24 09:44:40,0.5,
daraz,DRZ00001,Fashion Item 1,Electronics,7329.05,42449.2,4.4,2849,Pre-order,Daraz Seller 64,4.3,Free Delivery,,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-24 09:43:46,82.7,False
daraz,DRZ00002,Fashion Item 2,Electronics,2248.34,23650.84,4.6,362,Pre-order,Daraz Seller 77,4.7,Free Delivery,,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-24 09:43:46,90.5,False
daraz,DRZ00003,Fashion Item 3,Beauty,35421.54,25125.35,3.6,871,In Stock,Daraz Seller 67,4.2,Free Delivery,,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-24 09:43:46,0.0,True
daraz,DRZ00004,Fashion Item 4,Sports,4304.9,15604.21,4.7,2726,In Stock,Daraz Seller 85,3.9,Free Delivery,,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-24 09:43:46,72.4,False
daraz,DRZ00005,Fashion Item 5,Fashion,12152.69,1522.93,3.7,1788,Out of Stock,Daraz Seller 2,4.8,Cash on Delivery,,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-24 09:43:46,0.0,False
daraz,DRZ00006,Fashion Item 6,Electronics,4081.47,10358.28,3.5,2700,Out of Stock,Daraz Seller 52,4.2,Free Delivery,,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-24 09:43:46,60.6,True
daraz,DRZ00007,Fashion Item 7,Electronics,27608.58,9122.83,4.4,2453,Pre-order,Daraz Seller 33,4.9,Cash on Delivery,,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-24 09:43:46,0.0,True
daraz,DRZ00008,Fashion Item 8,Sports,30084.55,52805.14,3.1,361,In Stock,Daraz Seller 30,3.9,Free Delivery,,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-24 09:43:46,43.0,False
daraz,DRZ00009,Fashion Item 9,Electronics,1763.59,44080.87,4.9,546,In Stock,Daraz Seller 61,3.8,Cash on Delivery,,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-24 09:43:46,96.0,False
daraz,DRZ00010,Fashion Item 10,Fashion,30223.94,48513.74,4.2,231,Pre-order,Daraz Seller 83,4.9,Cash on Delivery,,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-24 09:43:46,37.7,True
daraz,DRZ00011,Fashion Item 11,Home,48584.92,11847.19,3.7,1894,Pre-order,Daraz Seller 66,3.7,Free Delivery,,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Fashion available in Pakistan with fast delivery.,Brand K,2025-11-24 09:43:46,0.0,False
daraz,DRZ00012,Fashion Item 12,Fashion,44364.72,18558.14,3.6,1270,Pre-order,Daraz Seller 29,4.4,Cash on Delivery,,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Fashion available in Pakistan with fast delivery.,Brand L,2025-11-24 09:43:46,0.0,False
daraz,DRZ00013,Fashion Item 13,Fashion,42836.89,13809.21,4.5,2581,Pre-order,Daraz Seller 48,4.5,Cash on Delivery,,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Fashion available in Pakistan with fast delivery.,Brand M,2025-11-24 09:43:46,0.0,True
daraz,DRZ00014,Fashion Item 14,Home,33770.21,22788.28,3.2,1648,Out of Stock,Daraz Seller 19,3.6,Cash on Delivery,,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Fashion available in Pakistan with fast delivery.,Brand N,2025-11-24 09:43:46,0.0,True
daraz,DRZ00015,Fashion Item 15,Sports,14433.81,10124.08,4.3,783,Pre-order,Daraz Seller 37,3.5,Free Delivery,,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Fashion available in Pakistan with fast delivery.,Brand O,2025-11-24 09:43:46,0.0,True
daraz,DRZ00016,Fashion Item 16,Electronics,9174.98,6398.17,4.8,175,In Stock,Daraz Seller 72,4.2,Cash on Delivery,,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Fashion available in Pakistan with fast delivery.,Brand P,2025-11-24 09:43:46,0.0,True
daraz,DRZ00017,Fashion Item 17,Home,25011.91,3590.61,3.2,1416,Pre-order,Daraz Seller 64,4.2,Free Delivery,,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Fashion available in Pakistan with fast delivery.,Brand Q,2025-11-24 09:43:46,0.0,True
daraz,DRZ00018,Fashion Item 18,Electronics,13154.75,36604.32,4.1,61,Out of Stock,Daraz Seller 46,4.5,Free Delivery,,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Fashion available in Pakistan with fast delivery.,Brand R,2025-11-24 09:43:46,64.1,True
daraz,DRZ00019,Fashion Item 19,Sports,44036.3,59212.35,3.3,1342,Out of Stock,Daraz Seller 41,5.0,Cash on Delivery,,https://daraz.pk/product/19,https://via.placeholder.com/300x300?text=Item+19,Quality Fashion available in Pakistan with fast delivery.,Brand S,2025-11-24 09:43:46,25.6,False
daraz,DRZ00020,Fashion Item 20,Home,48259.24,10928.99,4.9,2028,Out of Stock,Daraz Seller 25,3.9,Cash on Delivery,,https://daraz.pk/product/20,https://via.placeholder.com/300x300?text=Item+20,Quality Fashion available in Pakistan with fast delivery.,Brand T,2025-11-24 09:43:46,0.0,False
daraz,DRZ00021,Fashion Item 21,Electronics,42411.26,28099.35,4.1,940,In Stock,Daraz Seller 24,3.9,Free Delivery,,https://daraz.pk/product/21,https://via.placeholder.com/300x300?text=Item+21,Quality Fashion available in Pakistan with fast delivery.,Brand U,2025-11-24 09:43:46,0.0,False
daraz,DRZ00022,Fashion Item 22,Electronics,7991.38,47055.14,3.8,1725,Out of Stock,Daraz Seller 34,4.1,Cash on Delivery,,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Fashion available in Pakistan with fast delivery.,Brand V,2025-11-24 09:43:46,83.0,False
daraz,DRZ00023,Fashion Item 23,Home,9664.75,1189.2,4.4,2998,Out of Stock,Daraz Seller 56,3.5,Free Delivery,,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Fashion available in Pakistan with fast delivery.,Brand W,2025-11-24 09:43:46,0.0,False
daraz,DRZ00024,Fashion Item 24,Beauty,4831.67,19449.79,4.9,482,Pre-order,Daraz Seller 79,4.7,Cash on Delivery,,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Fashion available in Pakistan with fast delivery.,Brand X,2025-11-24 09:43:46,75.2,True
daraz,DRZ00025,Fashion Item 25,Beauty,9481.73,34149.38,4.0,2328,In Stock,Daraz Seller 79,4.0,Free Delivery,,https://daraz.pk/product/25,https://via.placeholder.com/300x300?text=Item+25,Quality Fashion available in Pakistan with fast delivery.,Brand Y,2025-11-24 09:43:46,72.2,True
daraz,DRZ00026,Fashion Item 26,Home,19762.04,51979.23,4.9,2981,In Stock,Daraz Seller 23,4.3,Cash on Delivery,,https://daraz.pk/product/26,https://via.placeholder.com/300x300?text=Item+26,Quality Fashion available in Pakistan with fast delivery.,Brand Z,2025-11-24 09:43:46,62.0,False
daraz,DRZ00027,Fashion Item 27,Fashion,21953.56,26743.46,4.8,51,Out of Stock,Daraz Seller 69,3.9,Free Delivery,,https://daraz.pk/product/27,https://via.placeholder.com/300x300?text=Item+27,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-24 09:43:46,17.9,True
daraz,DRZ00028,Fashion Item 28,Home,27050.74,9283.23,3.5,1265,Pre-order,Daraz Seller 96,4.6,Free Delivery,,https://daraz.pk/product/28,https://via.placeholder.com/300x300?text=Item+28,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-24 09:43:46,0.0,True
daraz,DRZ00029,Fashion Item 29,Sports,6222.06,43762.61,3.2,577,Pre-order,Daraz Seller 7,4.8,Free Delivery,,https://daraz.pk/product/29,https://via.placeholder.com/300x300?text=Item+29,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-24 09:43:46,85.8,True
daraz,DRZ00030,Fashion Item 30,Fashion,3657.27,59252.65,3.5,916,Out of Stock,Daraz Seller 6,4.5,Free Delivery,,https://daraz.pk/product/30,https://via.placeholder.com/300x300?text=Item+30,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-24 09:43:46,93.8,True
daraz,DRZ00031,Fashion Item 31,Electronics,32935.42,39939.52,4.9,1282,In Stock,Daraz Seller 67,4.4,Free Delivery,,https://daraz.pk/product/31,https://via.placeholder.com/300x300?text=Item+31,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-24 09:43:46,17.5,True
daraz,DRZ00032,Fashion Item 32,Sports,20993.54,25320.32,4.5,2733,In Stock,Daraz Seller 66,4.2,Free Delivery,,https://daraz.pk/product/32,https://via.placeholder.com/300x300?text=Item+32,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-24 09:43:46,17.1,True
daraz,DRZ00033,Fashion Item 33,Fashion,40570.96,29391.28,4.2,921,Out of Stock,Daraz Seller 82,3.6,Cash on Delivery,,https://daraz.pk/product/33,https://via.placeholder.com/300x300?text=Item+33,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-24 09:43:46,0.0,False
daraz,DRZ00034,Fashion Item 34,Sports,42749.71,36291.53,4.9,2751,In Stock,Daraz Seller 32,4.6,Free Delivery,,https://daraz.pk/product/34,https://via.placeholder.com/300x300?text=Item+34,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-24 09:43:46,0.0,True
daraz,DRZ00035,Fashion Item 35,Beauty,39497.28,31057.49,3.3,2380,Pre-order,Daraz Seller 42,4.8,Cash on Delivery,,https://daraz.pk/product/35,https://via.placeholder.com/300x300?text=Item+35,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-24 09:43:46,0.0,True
daraz,DRZ00036,Fashion Item 36,Beauty,572.16,24238.36,4.8,780,Out of Stock,Daraz Seller 42,5.0,Free Delivery,,https://daraz.pk/product/36,https://via.placeholder.com/300x300?text=Item+36,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-24 09:43:46,97.6,False
daraz,DRZ00037,Fashion Item 37,Fashion,27280.75,27678.08,4.6,2202,Pre-order,Daraz Seller 61,4.8,Free Delivery,,https://daraz.pk/product/37,https://via.placeholder.com/300x300?text=Item+37,Quality Fashion available in Pakistan with fast delivery.,Brand K,2025-11-24 09:43:46,1.4,True
daraz,DRZ00038,Fashion Item 38,Beauty,46376.12,53125.58,4.6,1241,Out of Stock,Daraz Seller 48,3.9,Free Delivery,,https://daraz.pk/product/38,https://via.placeholder.com/300x300?text=Item+38,Quality Fashion available in Pakistan with fast delivery.,Brand L,2025-11-24 09:43:46,12.7,False
daraz,DRZ00039,Fashion Item 39,Sports,36494.23,30456.22,4.2,2871,In Stock,Daraz Seller 19,4.9,Free Delivery,,https://daraz.pk/product/39,https://via.placeholder.com/300x300?text=Item+39,Quality Fashion available in Pakistan with fast delivery.,Brand M,2025-11-24 09:43:46,0.0,True
daraz,DRZ00040,Fashion Item 40,Beauty,12707.02,53835.29,3.2,2895,In Stock,Daraz Seller 40,4.2,Free Delivery,,https://daraz.pk/product/40,https://via.placeholder.com/300x300?text=Item+40,Quality Fashion available in Pakistan with fast delivery.,Brand N,2025-11-24 09:43:46,76.4,False
daraz,DRZ00041,Fashion Item 41,Beauty,21681.74,1704.88,3.5,1618,Out of Stock,Daraz Seller 41,4.9,Cash on Delivery,,https://daraz.pk/product/41,https://via.placeholder.com/300x300?text=Item+41,Quality Fashion available in Pakistan with fast delivery.,Brand O,2025-11-24 09:43:46,0.0,False
daraz,DRZ00042,Fashion Item 42,Sports,39328.0,56908.67,4.8,1038,In Stock,Daraz Seller 17,4.3,Cash on Delivery,,https://daraz.pk/product/42,https://via.placeholder.com/300x300?text=Item+42,Quality Fashion available in Pakistan with fast delivery.,Brand P,2025-11-24 09:43:46,30.9,False
daraz,DRZ00043,Fashion Item 43,Electronics,36655.51,44716.99,3.5,1854,Out of Stock,Daraz Seller 30,4.3,Cash on Delivery,,https://daraz.pk/product/43,https://via.placeholder.com/300x300?text=Item+43,Quality Fashion available in Pakistan with fast delivery.,Brand Q,2025-11-24 09:43:46,18.0,False
daraz,DRZ00044,Fashion Item 44,Home,3229.86,15632.29,4.8,2374,In Stock,Daraz Seller 76,4.1,Free Delivery,,https://daraz.pk/product/44,https://via.placeholder.com/300x300?text=Item+44,Quality Fashion available in Pakistan with fast delivery.,Brand R,2025-11-24 09:43:46,79.3,True
daraz,DRZ00045,Fashion Item 45,Fashion,43039.89,7842.55,3.9,2126,In Stock,Daraz Seller 99,4.4,Free Delivery,,https://daraz.pk/product/45,https://via.placeholder.com/300x300?text=Item+45,Quality Fashion available in Pakistan with fast delivery.,Brand S,2025-11-24 09:43:46,0.0,True
daraz,DRZ00046,Fashion Item 46,Electronics,21664.72,54943.83,4.7,2889,In Stock,Daraz Seller 62,4.7,Free Delivery,,https://daraz.pk/product/46,https://via.placeholder.com/300x300?text=Item+46,Quality Fashion available in Pakistan with fast delivery.,Brand T,2025-11-24 09:43:46,60.6,False
daraz,DRZ00047,Fashion Item 47,Sports,12006.5,33505.04,4.2,2618,Pre-order,Daraz Seller 72,4.3,Cash on Delivery,,https://daraz.pk/product/47,https://via.placeholder.com/300x300?text=Item+47,Quality Fashion available in Pakistan with fast delivery.,Brand U,2025-11-24 09:43:46,64.2,False
daraz,DRZ00048,Fashion Item 48,Sports,2622.32,24551.78,3.6,2885,Pre-order,Daraz Seller 88,4.3,Cash on Delivery,,https://daraz.pk/product/48,https://via.placeholder.com/300x300?text=Item+48,Quality Fashion available in Pakistan with fast delivery.,Brand V,2025-11-24 09:43:46,89.3,True
daraz,DRZ00049,Fashion Item 49,Home,49127.24,53183.88,4.3,2260,Out of Stock,Daraz Seller 68,4.7,Cash on Delivery,,https://daraz.pk/product/49,https://via.placeholder.com/300x300?text=Item+49,Quality Fashion available in Pakistan with fast delivery.,Brand W,2025-11-24 09:43:46,7.6,False
daraz,DRZ00050,Fashion Item 50,Fashion,29793.96,34427.75,4.1,775,Pre-order,Daraz Seller 82,4.4,Cash on Delivery,,https://daraz.pk/product/50,https://via.placeholder.com/300x300?text=Item+50,Quality Fashion available in Pakistan with fast delivery.,Brand X,2025-11-24 09:43:46,13.5,False
amazon,AMZ00001,Fashion Product 1,Sports,186.7,344.44,4.0,599,Limited Stock,Seller 72,4.9,Paid Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Fashion with excellent features and performance.,Brand A,2025-11-24 09:44:40,45.8,
amazon,AMZ00002,Fashion Product 2,Electronics,394.38,591.7,4.8,4919,In Stock,Seller 18,4.1,Paid Shipping,False,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Fashion with excellent features and performance.,Brand B,2025-11-24 09:44:40,33.3,
amazon,AMZ00003,Fashion Product 3,Fashion,413.82,362.55,4.6,4020,Pre-order,Seller 47,4.7,Free Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Fashion with excellent features and performance.,Brand C,2025-11-24 09:44:40,0.0,
amazon,AMZ00004,Fashion Product 4,Sports,311.9,134.14,4.4,1735,In Stock,Seller 42,4.7,Free Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Fashion with excellent features and performance.,Brand D,2025-11-24 09:44:40,0.0,
amazon,AMZ00005,Fashion Product 5,Sports,141.16,492.58,4.5,4180,In Stock,Seller 92,4.5,Paid Shipping,False,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Fashion with excellent features and performance.,Brand E,2025-11-24 09:44:40,71.3,
amazon,AMZ00006,Fashion Product 6,Home & Kitchen,172.18,432.92,4.3,3537,Limited Stock,Seller 81,4.5,Paid Shipping,True,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Fashion with excellent features and performance.,Brand F,2025-11-24 09:44:40,60.2,
amazon,AMZ00007,Fashion Product 7,Sports,216.41,459.2,4.4,1698,In Stock,Seller 82,4.4,Free Shipping,False,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Fashion with excellent features and performance.,Brand G,2025-11-24 09:44:40,52.9,
amazon,AMZ00008,Fashion Product 8,Electronics,85.14,449.91,4.7,3402,In Stock,Seller 17,4.2,Paid Shipping,True,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Fashion with excellent features and performance.,Brand H,2025-11-24 09:44:40,81.1,
